sample_id,dataset,dataset_name,object_id,source_light_id,target_light_id,source_object_rgb_r,source_object_rgb_g,source_object_rgb_b,target_object_rgb_r,target_object_rgb_g,target_object_rgb_b,source_patch_r_r,source_patch_r_g,source_patch_r_b,source_patch_g_r,source_patch_g_g,source_patch_g_b,source_patch_b_r,source_patch_b_g,source_patch_b_b,target_patch_r_r,target_patch_r_g,target_patch_r_b,target_patch_g_r,target_patch_g_g,target_patch_g_b,target_patch_b_r,target_patch_b_g,target_patch_b_b
real_world_dataset_2__obj098__l0__to__l0,real,real_world_dataset_2,obj098,l0,l0,98.0,46.0,118.0,98.0,46.0,118.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj099__l0__to__l0,real,real_world_dataset_2,obj099,l0,l0,1.0,94.0,173.0,1.0,94.0,173.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj100__l0__to__l0,real,real_world_dataset_2,obj100,l0,l0,49.0,101.0,159.0,49.0,101.0,159.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj101__l0__to__l0,real,real_world_dataset_2,obj101,l0,l0,124.0,61.0,136.0,124.0,61.0,136.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj102__l0__to__l0,real,real_world_dataset_2,obj102,l0,l0,1.0,98.0,168.0,1.0,98.0,168.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj103__l0__to__l0,real,real_world_dataset_2,obj103,l0,l0,85.0,127.0,176.0,85.0,127.0,176.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj104__l0__to__l0,real,real_world_dataset_2,obj104,l0,l0,150.0,74.0,137.0,150.0,74.0,137.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj105__l0__to__l0,real,real_world_dataset_2,obj105,l0,l0,12.0,121.0,153.0,12.0,121.0,153.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj106__l0__to__l0,real,real_world_dataset_2,obj106,l0,l0,126.0,149.0,179.0,126.0,149.0,179.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj107__l0__to__l0,real,real_world_dataset_2,obj107,l0,l0,182.0,119.0,154.0,182.0,119.0,154.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj108__l0__to__l0,real,real_world_dataset_2,obj108,l0,l0,33.0,43.0,43.0,33.0,43.0,43.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj109__l0__to__l0,real,real_world_dataset_2,obj109,l0,l0,38.0,38.0,38.0,38.0,38.0,38.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj110__l0__to__l0,real,real_world_dataset_2,obj110,l0,l0,40.0,34.0,38.0,40.0,34.0,38.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj111__l0__to__l0,real,real_world_dataset_2,obj111,l0,l0,28.0,52.0,43.0,28.0,52.0,43.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj112__l0__to__l0,real,real_world_dataset_2,obj112,l0,l0,47.0,50.0,38.0,47.0,50.0,38.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj113__l0__to__l0,real,real_world_dataset_2,obj113,l0,l0,62.0,36.0,38.0,62.0,36.0,38.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj114__l0__to__l0,real,real_world_dataset_2,obj114,l0,l0,25.0,89.0,48.0,25.0,89.0,48.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj115__l0__to__l0,real,real_world_dataset_2,obj115,l0,l0,80.0,77.0,42.0,80.0,77.0,42.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj116__l0__to__l0,real,real_world_dataset_2,obj116,l0,l0,117.0,55.0,44.0,117.0,55.0,44.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj117__l0__to__l0,real,real_world_dataset_2,obj117,l0,l0,42.0,121.0,61.0,42.0,121.0,61.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj118__l0__to__l0,real,real_world_dataset_2,obj118,l0,l0,113.0,100.0,55.0,113.0,100.0,55.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj119__l0__to__l0,real,real_world_dataset_2,obj119,l0,l0,165.0,87.0,65.0,165.0,87.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj120__l0__to__l0,real,real_world_dataset_2,obj120,l0,l0,77.0,143.0,98.0,77.0,143.0,98.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj121__l0__to__l0,real,real_world_dataset_2,obj121,l0,l0,153.0,132.0,81.0,153.0,132.0,81.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj122__l0__to__l0,real,real_world_dataset_2,obj122,l0,l0,190.0,110.0,85.0,190.0,110.0,85.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj123__l0__to__l0,real,real_world_dataset_2,obj123,l0,l0,101.0,155.0,111.0,101.0,155.0,111.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj124__l0__to__l0,real,real_world_dataset_2,obj124,l0,l0,177.0,160.0,102.0,177.0,160.0,102.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj125__l0__to__l0,real,real_world_dataset_2,obj125,l0,l0,187.0,144.0,109.0,187.0,144.0,109.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj126__l0__to__l0,real,real_world_dataset_2,obj126,l0,l0,34.0,44.0,45.0,34.0,44.0,45.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj127__l0__to__l0,real,real_world_dataset_2,obj127,l0,l0,37.0,39.0,40.0,37.0,39.0,40.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj128__l0__to__l0,real,real_world_dataset_2,obj128,l0,l0,40.0,34.0,38.0,40.0,34.0,38.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj129__l0__to__l0,real,real_world_dataset_2,obj129,l0,l0,27.0,50.0,45.0,27.0,50.0,45.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj130__l0__to__l0,real,real_world_dataset_2,obj130,l0,l0,50.0,52.0,39.0,50.0,52.0,39.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj131__l0__to__l0,real,real_world_dataset_2,obj131,l0,l0,72.0,38.0,39.0,72.0,38.0,39.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj132__l0__to__l0,real,real_world_dataset_2,obj132,l0,l0,13.0,88.0,49.0,13.0,88.0,49.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj133__l0__to__l0,real,real_world_dataset_2,obj133,l0,l0,73.0,73.0,48.0,73.0,73.0,48.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj134__l0__to__l0,real,real_world_dataset_2,obj134,l0,l0,115.0,56.0,54.0,115.0,56.0,54.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj135__l0__to__l0,real,real_world_dataset_2,obj135,l0,l0,39.0,118.0,87.0,39.0,118.0,87.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj136__l0__to__l0,real,real_world_dataset_2,obj136,l0,l0,109.0,99.0,74.0,109.0,99.0,74.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj137__l0__to__l0,real,real_world_dataset_2,obj137,l0,l0,170.0,93.0,85.0,170.0,93.0,85.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj138__l0__to__l0,real,real_world_dataset_2,obj138,l0,l0,71.0,139.0,112.0,71.0,139.0,112.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj139__l0__to__l0,real,real_world_dataset_2,obj139,l0,l0,151.0,134.0,104.0,151.0,134.0,104.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj140__l0__to__l0,real,real_world_dataset_2,obj140,l0,l0,189.0,114.0,107.0,189.0,114.0,107.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj141__l0__to__l0,real,real_world_dataset_2,obj141,l0,l0,99.0,153.0,126.0,99.0,153.0,126.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj142__l0__to__l0,real,real_world_dataset_2,obj142,l0,l0,166.0,158.0,129.0,166.0,158.0,129.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj143__l0__to__l0,real,real_world_dataset_2,obj143,l0,l0,185.0,147.0,129.0,185.0,147.0,129.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj144__l0__to__l0,real,real_world_dataset_2,obj144,l0,l0,34.0,44.0,45.0,34.0,44.0,45.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj145__l0__to__l0,real,real_world_dataset_2,obj145,l0,l0,38.0,38.0,42.0,38.0,38.0,42.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj146__l0__to__l0,real,real_world_dataset_2,obj146,l0,l0,48.0,34.0,43.0,48.0,34.0,43.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj147__l0__to__l0,real,real_world_dataset_2,obj147,l0,l0,27.0,49.0,47.0,27.0,49.0,47.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj148__l0__to__l0,real,real_world_dataset_2,obj148,l0,l0,45.0,47.0,50.0,45.0,47.0,50.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj149__l0__to__l0,real,real_world_dataset_2,obj149,l0,l0,73.0,37.0,46.0,73.0,37.0,46.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj150__l0__to__l0,real,real_world_dataset_2,obj150,l0,l0,6.0,87.0,68.0,6.0,87.0,68.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj151__l0__to__l0,real,real_world_dataset_2,obj151,l0,l0,69.0,70.0,66.0,69.0,70.0,66.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj152__l0__to__l0,real,real_world_dataset_2,obj152,l0,l0,106.0,54.0,64.0,106.0,54.0,64.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj153__l0__to__l0,real,real_world_dataset_2,obj153,l0,l0,15.0,114.0,95.0,15.0,114.0,95.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj154__l0__to__l0,real,real_world_dataset_2,obj154,l0,l0,96.0,96.0,91.0,96.0,96.0,91.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj155__l0__to__l0,real,real_world_dataset_2,obj155,l0,l0,154.0,85.0,96.0,154.0,85.0,96.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj156__l0__to__l0,real,real_world_dataset_2,obj156,l0,l0,44.0,135.0,120.0,44.0,135.0,120.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj157__l0__to__l0,real,real_world_dataset_2,obj157,l0,l0,126.0,135.0,127.0,126.0,135.0,127.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj158__l0__to__l0,real,real_world_dataset_2,obj158,l0,l0,180.0,112.0,121.0,180.0,112.0,121.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj159__l0__to__l0,real,real_world_dataset_2,obj159,l0,l0,79.0,145.0,133.0,79.0,145.0,133.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj160__l0__to__l0,real,real_world_dataset_2,obj160,l0,l0,154.0,155.0,148.0,154.0,155.0,148.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj161__l0__to__l0,real,real_world_dataset_2,obj161,l0,l0,183.0,136.0,140.0,183.0,136.0,140.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj162__l0__to__l0,real,real_world_dataset_2,obj162,l0,l0,32.0,40.0,48.0,32.0,40.0,48.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj163__l0__to__l0,real,real_world_dataset_2,obj163,l0,l0,32.0,39.0,47.0,32.0,39.0,47.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj164__l0__to__l0,real,real_world_dataset_2,obj164,l0,l0,46.0,32.0,44.0,46.0,32.0,44.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj165__l0__to__l0,real,real_world_dataset_2,obj165,l0,l0,27.0,45.0,54.0,27.0,45.0,54.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj166__l0__to__l0,real,real_world_dataset_2,obj166,l0,l0,37.0,51.0,63.0,37.0,51.0,63.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj167__l0__to__l0,real,real_world_dataset_2,obj167,l0,l0,71.0,37.0,60.0,71.0,37.0,60.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj168__l0__to__l0,real,real_world_dataset_2,obj168,l0,l0,5.0,82.0,95.0,5.0,82.0,95.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj169__l0__to__l0,real,real_world_dataset_2,obj169,l0,l0,54.0,67.0,84.0,54.0,67.0,84.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj170__l0__to__l0,real,real_world_dataset_2,obj170,l0,l0,101.0,50.0,77.0,101.0,50.0,77.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj171__l0__to__l0,real,real_world_dataset_2,obj171,l0,l0,1.0,105.0,114.0,1.0,105.0,114.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj172__l0__to__l0,real,real_world_dataset_2,obj172,l0,l0,73.0,90.0,113.0,73.0,90.0,113.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj173__l0__to__l0,real,real_world_dataset_2,obj173,l0,l0,133.0,73.0,109.0,133.0,73.0,109.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj174__l0__to__l0,real,real_world_dataset_2,obj174,l0,l0,3.0,115.0,123.0,3.0,115.0,123.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj175__l0__to__l0,real,real_world_dataset_2,obj175,l0,l0,111.0,129.0,144.0,111.0,129.0,144.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj176__l0__to__l0,real,real_world_dataset_2,obj176,l0,l0,165.0,108.0,133.0,165.0,108.0,133.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj177__l0__to__l0,real,real_world_dataset_2,obj177,l0,l0,35.0,129.0,139.0,35.0,129.0,139.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj178__l0__to__l0,real,real_world_dataset_2,obj178,l0,l0,134.0,158.0,163.0,134.0,158.0,163.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj179__l0__to__l0,real,real_world_dataset_2,obj179,l0,l0,181.0,131.0,147.0,181.0,131.0,147.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj180__l0__to__l0,real,real_world_dataset_2,obj180,l0,l0,30.0,43.0,60.0,30.0,43.0,60.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj181__l0__to__l0,real,real_world_dataset_2,obj181,l0,l0,29.0,42.0,61.0,29.0,42.0,61.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj182__l0__to__l0,real,real_world_dataset_2,obj182,l0,l0,45.0,35.0,55.0,45.0,35.0,55.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj183__l0__to__l0,real,real_world_dataset_2,obj183,l0,l0,14.0,64.0,96.0,14.0,64.0,96.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj184__l0__to__l0,real,real_world_dataset_2,obj184,l0,l0,19.0,61.0,90.0,19.0,61.0,90.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj185__l0__to__l0,real,real_world_dataset_2,obj185,l0,l0,59.0,41.0,79.0,59.0,41.0,79.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj186__l0__to__l0,real,real_world_dataset_2,obj186,l0,l0,1.0,91.0,128.0,1.0,91.0,128.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj187__l0__to__l0,real,real_world_dataset_2,obj187,l0,l0,24.0,70.0,109.0,24.0,70.0,109.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj188__l0__to__l0,real,real_world_dataset_2,obj188,l0,l0,80.0,51.0,102.0,80.0,51.0,102.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj189__l0__to__l0,real,real_world_dataset_2,obj189,l0,l0,1.0,101.0,144.0,1.0,101.0,144.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj190__l0__to__l0,real,real_world_dataset_2,obj190,l0,l0,45.0,83.0,122.0,45.0,83.0,122.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj191__l0__to__l0,real,real_world_dataset_2,obj191,l0,l0,116.0,71.0,120.0,116.0,71.0,120.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj192__l0__to__l0,real,real_world_dataset_2,obj192,l0,l0,0.0,96.0,138.0,0.0,96.0,138.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj193__l0__to__l0,real,real_world_dataset_2,obj193,l0,l0,72.0,122.0,155.0,72.0,122.0,155.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj194__l0__to__l0,real,real_world_dataset_2,obj194,l0,l0,146.0,97.0,146.0,146.0,97.0,146.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
real_world_dataset_2__obj195__l0__to__l0,real,real_world_dataset_2,obj195,l0,l0,1.0,107.0,139.0,1.0,107.0,139.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0,54.0,53.0,117.0,132.0,52.0,61.0,119.0,133.0,65.0
